"","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude"
"1922228",15.75,"2006Q4","2_ClassB","2_Between",0,18,4,3000,42.6452208,-71.3097252
"1922368",14,"2009Q1","3_ClassC","2_Between",6,81,2,1672,42.6449254,-71.310877
"1922369",14,"2007Q4","3_ClassC","2_Between",1,81,3,800,42.6449254,-71.310877
"1922462",10,"2011Q1","3_ClassC","1_Net",3,24,1,1345,42.9449035,-70.8448575
"1922463",10.5,"2008Q3","3_ClassC","1_Net",4,21,2,2400,42.9449035,-70.8448575
"1922618",13,"2011Q2","3_ClassC","3_FullService",1,24,1,444,42.79304,-71.305489
"1922765",18,"2007Q2","2_ClassB","2_Between",5,26,1,1000,42.840708,-70.911866
"1922795",14,"2009Q4","3_ClassC","2_Between",1,83,2,1078,42.6449254,-71.310877
"1922802",15.75,"2005Q2","2_ClassB","2_Between",5,16,5,6000,42.6452208,-71.3097252
"1922828",7.83,"2009Q2","3_ClassC","1_Net",2,50,1,1100,42.6516718,-71.4201777
"1922912",7.83,"2009Q2","3_ClassC","1_Net",4,50,2,1100,42.6516718,-71.4201777
"1923213",10.71,"2008Q1","3_ClassC","3_FullService",7,21,1,1400,42.953304,-70.832229
"1923611",27.6,"2009Q4","3_ClassC","3_FullService",4,44,1,1500,42.6546745,-71.1403961
"1923632",16.5,"2006Q1","2_ClassB","2_Between",4,19,2,4100,42.660751,-71.107261
"1923861",16.5,"2006Q1","2_ClassB","2_Between",13,16,2,1882,42.660751,-71.107261
"1923866",22,"2005Q2","2_ClassB","1_Net",5,20,2,500,42.661718,-71.1448724
"1923867",22,"2005Q2","2_ClassB","1_Net",5,20,1,2000,42.661718,-71.1448724
"1923920",14,"2007Q4","3_ClassC","3_FullService",6,18,1,1078,42.8519755,-71.1958621
"1923981",12.4,"2008Q4","3_ClassC","1_Net",0,25,1,1000,42.8584787,-71.3549624
"1923988",15,"2011Q1","2_ClassB","1_Net",13,1,1,2008,42.6669317,-71.1165802
"1924032",16.5,"2008Q3","2_ClassB","3_FullService",4,21,2,7044,42.660751,-71.107261
"1924041",15.95,"2006Q2","2_ClassB","1_Net",7,44,1,2250,42.6669317,-71.1165802
"1924042",16,"2006Q3","2_ClassB","1_Net",8,44,2,3016,42.6669317,-71.1165802
"1924127",9.5,"2006Q3","2_ClassB","1_Net",3,16,2,1205,42.85091,-71.195554
"1924128",10,"2006Q4","2_ClassB","1_Net",4,16,2,3867,42.85091,-71.195554
"1924554",16,"2011Q3","2_ClassB","1_Net",11,2,1,36468,42.94822,-70.8561724
"1924687",16,"2011Q3","2_ClassB","1_Net",11,2,2,16139,42.94822,-70.8561724
"1924697",16.25,"2006Q4","2_ClassB","1_Net",4,0,2,5450,42.853494,-71.210344
"1924701",9,"2008Q1","2_ClassB","1_Net",4,42,1,400,42.8548355,-71.0976072
"1924781",10.18,"2009Q3","3_ClassC","1_Net",3,11,2,1650,42.6581717,-71.1065166
"1924790",16.5,"2005Q3","2_ClassB","2_Between",4,18,2,2304,42.660751,-71.107261
"1924795",22,"2007Q4","2_ClassB","1_Net",9,21,1,615,42.661718,-71.1448724
"1924799",16.55,"2006Q2","3_ClassC","2_Between",1,25,1,1270,42.664567,-71.113509
"1924801",17.4,"2009Q3","2_ClassB","2_Between",4,24,2,1655,42.664952,-71.11645
"1924802",18,"2010Q4","2_ClassB","2_Between",7,25,2,1411,42.664952,-71.11645
"1924816",8.5,"2010Q2","2_ClassB","1_Net",1,5,1,1560,42.853494,-71.210344
"1925088",16,"2011Q3","2_ClassB","1_Net",11,2,2,15000,42.94822,-70.8561724
"1925140",8.4,"2010Q2","2_ClassB","1_Net",6,3,1,1000,42.853494,-71.210344
"1925141",8.4,"2010Q2","2_ClassB","1_Net",6,3,1,2000,42.853494,-71.210344
"1925142",8.4,"2009Q4","2_ClassB","1_Net",4,3,1,1000,42.853494,-71.210344
"1925487",17.125,"2007Q3","2_ClassB","1_Net",2,2,1,5450,42.853494,-71.210344
"1925488",8.4,"2009Q4","2_ClassB","1_Net",0,4,1,1000,42.853494,-71.210344
"1925489",8.5,"2010Q2","2_ClassB","1_Net",1,5,1,2440,42.853494,-71.210344
"1925490",9.5,"2010Q4","2_ClassB","1_Net",4,44,1,1350,42.8548355,-71.0976072
"1925732",10,"2011Q1","2_ClassB","1_Net",1,60,1,2400,42.961429,-70.835661
"1926035",27.69,"2009Q2","3_ClassC","2_Between",2,21,1,1300,42.729825,-71.2068798
"1926221",17.74,"2007Q2","2_ClassB","0_Unknown",3,9,3,765,42.86564,-71.350879
"1926223",13,"2008Q2","2_ClassB","0_Unknown",14,7,1,1850,42.86564,-71.350879
"1926224",11.92,"2008Q2","2_ClassB","0_Unknown",14,7,1,4624,42.86564,-71.350879
"1926263",13,"2008Q2","2_ClassB","1_Net",0,11,1,3210,42.86564,-71.350879
"1926264",13,"2008Q2","2_ClassB","0_Unknown",14,7,1,1504,42.86564,-71.350879
"1926265",18.64,"2008Q2","2_ClassB","0_Unknown",4,10,1,450,42.86564,-71.350879
"1926318",13,"2011Q3","2_ClassB","1_Net",9,12,1,2694,42.86564,-71.350879
"1926367",13.5,"2006Q2","3_ClassC","3_FullService",2,18,2,800,42.729825,-71.2068798
"1926369",12,"2011Q1","3_ClassC","2_Between",1,23,1,2500,42.729825,-71.2068798
"1926396",11.25,"2011Q3","3_ClassC","2_Between",3,23,2,480,42.729825,-71.2068798
"1926438",13.85,"2006Q2","3_ClassC","2_Between",2,1,2,2000,42.731946,-71.136798
"1926464",9,"2006Q3","3_ClassC","2_Between",5,27,1,1687,42.731805,-71.110452
"1926465",9,"2008Q3","3_ClassC","2_Between",13,27,1,1715,42.731805,-71.110452
"1926561",13.85,"2006Q2","3_ClassC","2_Between",2,1,1,2000,42.731946,-71.136798
"1926644",10.5,"2011Q3","2_ClassB","2_Between",1,4,2,4700,42.852335,-71.21524
"1926656",13,"2007Q2","2_ClassB","1_Net",3,9,2,1635,42.86564,-71.350879
"1926721",14,"2008Q2","2_ClassB","1_Net",7,20,3,1021,42.8651917,-71.3503745
"1926984",16,"2009Q4","2_ClassB","1_Net",5,0,1,1000,42.676783,-71.306366
"1927157",10,"2008Q2","3_ClassC","3_FullService",7,28,2,600,42.860271,-71.3541404
"1927162",13,"2007Q2","3_ClassC","1_Net",14,5,3,1523,42.866032,-71.351687
"1927164",14.16,"2011Q2","3_ClassC","2_Between",2,22,1,2030,42.86724,-71.34517
"1927165",12.95,"2011Q2","3_ClassC","2_Between",2,22,1,1200,42.86724,-71.34517
"1927177",22.43,"2010Q1","3_ClassC","2_Between",7,21,1,535,42.729825,-71.2068798
"1927204",17.66,"2008Q2","2_ClassB","3_FullService",1,22,3,1074,42.8651917,-71.3503745
"1927290",11,"2008Q3","2_ClassB","2_Between",7,19,2,750,42.8734692,-70.8738688
"1927321",12,"2007Q3","3_ClassC","3_FullService",2,32,1,1250,42.8575286,-71.2815652
"1927326",13,"2008Q2","2_ClassB","3_FullService",4,21,2,2061,42.8651917,-71.3503745
"1927327",13,"2009Q4","2_ClassB","1_Net",3,23,1,1329,42.8651917,-71.3503745
"1927434",11,"2008Q3","2_ClassB","2_Between",7,19,2,625,42.8734692,-70.8738688
"1927717",18.25,"2006Q2","3_ClassC","1_Net",1,86,1,1100,42.3914505,-71.0361432
"1927739",21,"2008Q3","2_ClassB","2_Between",1,24,1,1500,42.3908429,-71.0821479
"1927856",21,"2005Q4","3_ClassC","3_FullService",0,33,1,400,42.876909,-71.320321
"1927880",9.71,"2011Q1","3_ClassC","2_Between",2,22,1,1601,42.86724,-71.34517
"1927929",21,"2011Q4","2_ClassB","2_Between",14,24,1,4950,42.3908429,-71.0821479
"1927932",21,"2007Q2","2_ClassB","2_Between",8,21,3,3500,42.3908429,-71.0821479
"1927933",20,"2008Q3","2_ClassB","2_Between",5,23,3,1500,42.3908429,-71.0821479
"1927934",16,"2005Q4","3_ClassC","3_FullService",1,22,3,5200,42.3900453,-71.1211174
"1927935",16,"2005Q4","3_ClassC","3_FullService",1,22,2,2600,42.3900453,-71.1211174
"1927941",13,"2006Q3","3_ClassC","1_Net",11,5,3,3500,42.866032,-71.351687
"1927961",13,"2007Q2","3_ClassC","3_FullService",3,8,3,1100,42.866032,-71.351687
"1928101",18,"2006Q2","2_ClassB","2_Between",0,22,2,33000,42.3908429,-71.0821479
"1928102",23,"2010Q1","2_ClassB","2_Between",6,24,4,874,42.3908429,-71.0821479
"1928105",23,"2009Q3","2_ClassB","2_Between",4,24,3,500,42.3908429,-71.0821479
"1928116",32.5,"2007Q2","1_ClassA","0_Unknown",6,6,3,8745.5,42.391895,-71.268654
"1928117",32.5,"2006Q2","1_ClassA","0_Unknown",2,6,1,4943,42.391895,-71.268654
"1928128",19.75,"2006Q1","2_ClassB","2_Between",2,18,2,1250,42.3880428,-71.1319858
"1928130",20.875,"2007Q4","2_ClassB","2_Between",8,18,1,3650,42.3880428,-71.1319858
"1928131",19.75,"2006Q1","2_ClassB","2_Between",2,18,1,1250,42.3880428,-71.1319858
"1928144",11.94,"2011Q3","3_ClassC","2_Between",2,23,1,1000,42.86724,-71.34517
"1928145",13,"2007Q2","3_ClassC","2_Between",1,19,1,1500,42.86724,-71.34517
"1928146",10.32,"2009Q3","3_ClassC","3_FullService",7,19,2,1270,42.86724,-71.34517
"1928153",17,"2007Q3","3_ClassC","3_FullService",4,18,1,1500,42.3903835,-71.1512687
"1928158",16.5,"2007Q3","3_ClassC","3_FullService",6,21,1,3000,42.3918078,-71.1530905
"1928159",20.95,"2011Q1","3_ClassC","2_Between",3,25,1,4058,42.3918078,-71.1530905
"1928182",20,"2007Q2","2_ClassB","2_Between",6,21,4,5000,42.3908429,-71.0821479
"1928193",23.5,"2011Q3","2_ClassB","3_FullService",3,26,3,874,42.3908429,-71.0821479
"1928240",20.375,"2006Q3","2_ClassB","2_Between",3,18,2,6000,42.3880428,-71.1319858
"1928241",19.75,"2007Q4","2_ClassB","2_Between",4,19,2,700,42.3880428,-71.1319858
"1928244",19.75,"2009Q1","2_ClassB","2_Between",1,21,1,2325,42.3880428,-71.1319858
"1928245",20,"2005Q3","2_ClassB","3_FullService",3,17,3,1300,42.3880428,-71.1319858
"1928246",18.75,"2011Q2","2_ClassB","2_Between",8,22,1,3155,42.3880428,-71.1319858
"1928270",27,"2006Q3","1_ClassA","2_Between",15,16,2,3586,42.3944905,-71.1460539
"1928271",27,"2006Q4","1_ClassA","2_Between",1,20,2,4000,42.3944905,-71.1460539
"1928357",27,"2009Q3","3_ClassC","1_Net",1,89,1,800,42.3914505,-71.0361432
"1928358",17.4,"2005Q3","3_ClassC","1_Net",0,85,1,1100,42.3914505,-71.0361432
"1928383",19.75,"2008Q4","2_ClassB","2_Between",2,21,2,1718,42.3880428,-71.1319858
"1928387",18.75,"2011Q2","2_ClassB","2_Between",4,23,3,3250,42.3880428,-71.1319858
"1928389",19.5,"2010Q3","2_ClassB","2_Between",4,22,1,2100,42.3880428,-71.1319858
"1928390",18.32,"2011Q2","2_ClassB","3_FullService",8,21,1,1310,42.3882203,-71.1426915
"1928391",26.67,"2009Q1","2_ClassB","0_Unknown",0,21,2,900,42.3882203,-71.1426915
"1928494",12.5,"2011Q4","3_ClassC","2_Between",2,23,1,1504,42.86724,-71.34517
"1928567",19.5,"2007Q2","2_ClassB","2_Between",6,24,2,7713,42.6868533,-71.2099229
"1928568",19.5,"2006Q4","2_ClassB","2_Between",7,24,3,4995,42.6868533,-71.2099229
"1928570",19.5,"2007Q2","2_ClassB","2_Between",8,24,1,4205,42.6868533,-71.2099229
"1928571",19.5,"2010Q3","2_ClassB","2_Between",3,28,1,3380,42.6868533,-71.2099229
"1928593",12,"2007Q2","3_ClassC","1_Net",1,38,2,2532,42.391536,-71.0234163
"1928621",19.5,"2006Q3","2_ClassB","2_Between",1,25,1,2319,42.6868533,-71.2099229
"1928623",19.5,"2009Q3","2_ClassB","2_Between",2,28,3,6400,42.6868533,-71.2099229
"1928624",19.5,"2010Q3","2_ClassB","2_Between",6,28,3,5600,42.6868533,-71.2099229
"1928684",18,"2006Q3","2_ClassB","2_Between",8,20,1,5000,42.3908429,-71.0821479
"1928686",20,"2008Q2","2_ClassB","2_Between",10,21,4,10000,42.3908429,-71.0821479
"1928687",18,"2006Q3","2_ClassB","2_Between",5,21,3,1500,42.3908429,-71.0821479
"1928690",17,"2006Q4","3_ClassC","3_FullService",4,22,2,800,42.3900453,-71.1211174
"1928695",18,"2006Q2","3_ClassC","2_Between",5,20,1,2000,42.3918078,-71.1530905
"1928696",20.95,"2011Q2","3_ClassC","2_Between",4,25,1,2100,42.3918078,-71.1530905
"1928701",25,"2005Q4","2_ClassB","2_Between",1,16,1,400,42.391438,-71.563256
"1928702",32.5,"2006Q3","1_ClassA","0_Unknown",3,6,3,4943,42.391895,-71.268654
"1928703",32.5,"2006Q2","1_ClassA","0_Unknown",2,6,3,8899.5,42.391895,-71.268654
"1928704",32.5,"2006Q2","1_ClassA","0_Unknown",2,6,1,4762,42.391895,-71.268654
"1928891",22,"2005Q2","2_ClassB","3_FullService",5,17,3,1700,42.393454,-71.0397709
"1928897",19.5,"2009Q4","2_ClassB","2_Between",6,27,1,4494,42.6868533,-71.2099229
"1928899",19.5,"2009Q3","2_ClassB","2_Between",6,27,3,2575,42.6868533,-71.2099229
"1929002",14,"2005Q3","3_ClassC","3_FullService",5,40,3,3254,42.3918871,-71.5680539
"1929003",14,"2006Q2","3_ClassC","3_FullService",3,41,2,1573,42.3918871,-71.5680539
"1929019",26.5,"2005Q4","1_ClassA","2_Between",12,16,2,8617,42.3944905,-71.1460539
"1929020",34,"2011Q4","1_ClassA","2_Between",2,25,2,8830,42.3944905,-71.1460539
"1929026",29.5,"2008Q4","2_ClassB","2_Between",4,26,4,10470,42.393144,-71.255618
"1929146",20.375,"2006Q3","2_ClassB","2_Between",3,18,1,3500,42.3880428,-71.1319858
"1929155",32,"2007Q2","2_ClassB","2_Between",4,28,1,3286,42.3915329,-71.2565495
"1929156",16.5,"2010Q4","2_ClassB","1_Net",10,78,2,690,42.3917012,-71.5686273
"1929157",16.5,"2010Q4","2_ClassB","1_Net",10,78,1,2360,42.3917012,-71.5686273
"1929160",14,"2006Q2","3_ClassC","3_FullService",8,40,2,1700,42.3918871,-71.5680539
"1929167",29,"2005Q4","1_ClassA","2_Between",13,16,1,2886,42.3944905,-71.1460539
"1929200",26.5,"2005Q4","1_ClassA","2_Between",2,21,3,4654,42.3952541,-71.1457329
"1929201",27,"2006Q2","1_ClassA","2_Between",4,21,4,9685,42.3952541,-71.1457329
"1929202",26.5,"2005Q4","1_ClassA","2_Between",0,21,3,1447,42.3952541,-71.1457329
"1929204",28,"2011Q4","3_ClassC","2_Between",1,25,3,1569,42.3965257,-71.1205584
"1929212",18.95,"2006Q3","2_ClassB","2_Between",1,40,2,1300,42.697778,-71.127178
"1929250",27,"2006Q3","1_ClassA","2_Between",1,22,3,7417,42.3952541,-71.1457329
"1929252",29,"2005Q4","1_ClassA","2_Between",0,21,2,8154,42.3952541,-71.1457329
"1929257",21,"2005Q2","3_ClassC","2_Between",1,19,2,2065,42.3965257,-71.1205584
"1929258",24.75,"2007Q2","3_ClassC","2_Between",0,21,2,2042,42.3965257,-71.1205584
"1929262",24.6,"2008Q1","2_ClassB","0_Unknown",4,36,5,4900,42.395221,-71.256186
"1929264",24.6,"2008Q1","2_ClassB","0_Unknown",6,35,6,3933,42.395221,-71.256186
"1929265",26,"2008Q1","2_ClassB","0_Unknown",4,36,6,3750,42.395221,-71.256186
"1929266",26,"2008Q2","2_ClassB","0_Unknown",7,35,7,4999,42.395221,-71.256186
"1929362",20.5,"2009Q1","2_ClassB","2_Between",15,24,2,4900,42.6868533,-71.2099229
"1929363",19.5,"2009Q3","2_ClassB","2_Between",6,27,3,776,42.6868533,-71.2099229
"1929364",19.5,"2009Q4","2_ClassB","2_Between",14,25,1,2900,42.6868533,-71.2099229
"1929365",19.5,"2007Q2","2_ClassB","2_Between",8,24,2,1700,42.6868533,-71.2099229
"1929366",19.5,"2010Q3","2_ClassB","2_Between",6,28,3,3100,42.6868533,-71.2099229
"1929386",27,"2006Q2","1_ClassA","2_Between",13,19,3,8048,42.3952541,-71.1457329
"1929390",27,"2006Q2","1_ClassA","2_Between",14,18,6,9840,42.3952541,-71.1457329
"1929391",27,"2006Q2","1_ClassA","2_Between",14,18,6,8230,42.3952541,-71.1457329
"1929398",26,"2008Q2","2_ClassB","0_Unknown",3,36,6,1502,42.395221,-71.256186
"1929401",26,"2008Q2","2_ClassB","0_Unknown",3,36,2,1832,42.395221,-71.256186
"1929427",24.6,"2008Q1","2_ClassB","0_Unknown",2,36,1,899,42.395221,-71.256186
"1929481",8.5,"2011Q1","3_ClassC","2_Between",1,29,1,800,42.7062115,-71.1326068
"1929485",14,"2010Q2","2_ClassB","3_FullService",1,55,3,700,42.7087575,-71.1636148
"1929617",14,"2010Q2","2_ClassB","3_FullService",1,55,1,735,42.7087575,-71.1636148
"1929618",14,"2010Q2","2_ClassB","3_FullService",1,55,3,650,42.7087575,-71.1636148
"1929619",14,"2010Q2","2_ClassB","3_FullService",1,55,4,750,42.7087575,-71.1636148
"1929745",35,"2008Q1","2_ClassB","2_Between",1,26,5,22268,42.393144,-71.255618
"1929963",14,"2010Q2","2_ClassB","3_FullService",1,55,1,508,42.7087575,-71.1636148
"1929979",10,"2008Q3","2_ClassB","2_Between",4,20,1,725,42.8734692,-70.8738688
"1930140",27,"2006Q2","1_ClassA","2_Between",2,21,3,4503,42.3952541,-71.1457329
"1930141",29,"2005Q4","1_ClassA","2_Between",2,21,3,6026.5,42.3952541,-71.1457329
"1930142",27,"2006Q4","1_ClassA","2_Between",4,21,3,2414,42.3952541,-71.1457329
"1930144",27,"2006Q4","1_ClassA","2_Between",1,22,2,8154,42.3952541,-71.1457329
"1930145",29,"2005Q4","1_ClassA","2_Between",10,19,1,3219,42.3952541,-71.1457329
"1930146",29,"2005Q2","1_ClassA","2_Between",8,19,6,4645,42.3952541,-71.1457329
"1930149",24.75,"2007Q4","3_ClassC","2_Between",2,21,3,1569,42.3965257,-71.1205584
"1930150",27.5,"2008Q3","3_ClassC","3_FullService",1,22,3,3560,42.3965257,-71.1205584
"1930153",26,"2008Q2","2_ClassB","0_Unknown",5,36,5,3547,42.395221,-71.256186
"1930288",19.5,"2005Q3","2_ClassB","0_Unknown",4,5,1,4892,42.395942,-71.258228
"1930294",23,"2008Q2","3_ClassC","2_Between",3,27,1,1792,42.3955914,-71.1732756
"1930295",23,"2008Q1","3_ClassC","3_FullService",3,27,2,1095,42.3955914,-71.1732756
"1930300",20,"2009Q1","3_ClassC","3_FullService",0,43,2,1030,42.3982657,-71.2532046
"1930301",20,"2007Q4","3_ClassC","3_FullService",6,40,2,1030,42.3982657,-71.2532046
"1930354",19,"2011Q4","3_ClassC","3_FullService",4,44,3,1050,42.3982657,-71.2532046
"1930355",20,"2007Q1","3_ClassC","3_FullService",4,40,4,1750,42.3982657,-71.2532046
"1930508",24.6,"2007Q4","2_ClassB","0_Unknown",1,36,2,7627,42.395221,-71.256186
"1930528",14,"2009Q2","3_ClassC","2_Between",1,89,2,3000,42.3984109,-71.1337759
"1930531",9,"2006Q4","3_ClassC","3_FullService",6,50,1,5200,42.402324,-71.051793
"1930542",19,"2008Q2","3_ClassC","2_Between",2,41,3,1050,42.3982657,-71.2532046
"1930543",14,"2005Q3","3_ClassC","2_Between",15,35,1,730,42.3982657,-71.2532046
"1930544",20,"2007Q1","3_ClassC","3_FullService",4,40,1,1750,42.3982657,-71.2532046
"1930559",20,"2010Q1","3_ClassC","3_FullService",3,25,2,1000,42.3977235,-71.1328459
"1930560",18,"2011Q4","3_ClassC","3_FullService",1,42,2,1000,42.3983756,-71.1318983
"1930590",22,"2006Q2","3_ClassC","2_Between",1,20,3,1569,42.3965257,-71.1205584
"1930594",19,"2011Q1","3_ClassC","3_FullService",2,43,1,1015,42.3981054,-71.252982
"1930679",17.45,"2006Q4","2_ClassB","1_Net",0,106,2,1100,42.3959391,-71.1208739
"1930681",23,"2007Q3","3_ClassC","3_FullService",1,27,1,1617,42.3955914,-71.1732756
"1930682",21,"2007Q2","3_ClassC","2_Between",0,27,1,883,42.3955914,-71.1732756
"1930683",20.8,"2010Q1","3_ClassC","3_FullService",3,29,2,750,42.3955914,-71.1732756
"1930685",32.5,"2008Q2","2_ClassB","3_FullService",1,18,4,3895,42.3974045,-71.1237416
"1930690",20,"2008Q2","3_ClassC","3_FullService",4,41,2,875,42.3982657,-71.2532046
"1930691",19,"2011Q3","3_ClassC","3_FullService",6,44,2,1030,42.3982657,-71.2532046
"1930709",19,"2006Q3","3_ClassC","2_Between",2,40,4,1750,42.3982657,-71.2532046
"1930728",21,"2005Q4","3_ClassC","2_Between",10,17,3,1732,42.3965257,-71.1205584
"1930730",13.34,"2006Q1","2_ClassB","2_Between",2,16,2,900,42.3966822,-71.1230664
"1930731",19,"2011Q1","3_ClassC","3_FullService",0,44,3,1750,42.3981054,-71.252982
"1930734",19,"2008Q1","3_ClassC","0_Unknown",7,37,2,390,42.3983756,-71.1318983
"1930821",11.62,"2007Q2","3_ClassC","0_Unknown",2,21,1,774,42.874508,-71.156504
"1930823",15.09,"2007Q2","2_ClassB","2_Between",3,18,2,1196,42.876673,-71.321413
"1931101",9.06,"2010Q4","3_ClassC","3_FullService",11,13,1,1258,42.8934617,-70.886491
"1931161",10.9,"2011Q2","3_ClassC","1_Net",3,22,2,1040,42.8908,-71.141876
"1931221",16.24,"2008Q4","3_ClassC","2_Between",2,28,1,1700,42.3955914,-71.1732756
"1931227",32.5,"2008Q4","2_ClassB","3_FullService",3,18,4,2350,42.3974045,-71.1237416
"1931298",10.9,"2011Q2","3_ClassC","1_Net",3,22,1,1040,42.8908,-71.141876
"1931356",21,"2010Q2","2_ClassB","3_FullService",7,38,2,1650,42.3984028,-71.1748201
"1931514",24.75,"2007Q4","3_ClassC","2_Between",2,21,1,1125,42.3965257,-71.1205584
"1931515",22,"2006Q2","3_ClassC","2_Between",2,19,1,2623,42.3965257,-71.1205584
"1931516",27.5,"2011Q1","3_ClassC","2_Between",3,24,1,2623,42.3965257,-71.1205584
"1931518",20,"2008Q2","3_ClassC","3_FullService",2,40,2,1750,42.3981054,-71.252982
"1931519",20,"2008Q2","3_ClassC","3_FullService",2,40,2,1750,42.3981054,-71.252982
"1931520",19,"2009Q2","3_ClassC","1_Net",1,42,2,1750,42.3981054,-71.252982
"1931522",24.33,"2008Q2","3_ClassC","3_FullService",1,39,2,530,42.3983756,-71.1318983
"1931523",24,"2011Q4","3_ClassC","3_FullService",1,42,3,500,42.3983756,-71.1318983
"1931524",25.33,"2011Q4","3_ClassC","3_FullService",1,42,3,450,42.3983756,-71.1318983
"1931525",24.54,"2008Q2","3_ClassC","3_FullService",1,39,4,1100,42.3983756,-71.1318983
"1931820",8,"2010Q4","3_ClassC","3_FullService",11,13,2,730,42.8934617,-70.886491
"1932158",20,"2007Q3","3_ClassC","0_Unknown",2,21,2,460,42.714829,-71.117032
"1932731",11,"2009Q1","2_ClassB","1_Net",2,20,1,4864,42.7674345,-71.2482121
"1933238",8,"2010Q2","2_ClassB","1_Net",6,27,1,700,42.971972,-70.834747
"1933243",14.22,"2009Q1","2_ClassB","1_Net",3,3,3,1100,42.975984,-70.909289
"1933391",10,"2010Q1","2_ClassB","1_Net",1,28,3,2660,42.971972,-70.834747
"1933470",19.5,"2006Q4","2_ClassB","1_Net",0,1,1,2002,42.975984,-70.909289
"1933820",7,"2005Q4","2_ClassB","2_Between",2,0,1,2650,42.5229443,-71.1469262
"1933846",8,"2008Q2","2_ClassB","2_Between",1,3,1,2083,42.5229443,-71.1469262
"1933870",28.5,"2007Q1","1_ClassA","0_Unknown",1,5,1,880,42.5228751,-71.0455206
"1933895",22,"2005Q3","1_ClassA","2_Between",6,15,2,3804,42.5239765,-71.0411665
"1933911",24.5,"2011Q3","1_ClassA","2_Between",2,22,6,6688,42.5239765,-71.0411665
"1933915",23,"2007Q2","1_ClassA","2_Between",4,17,4,17318,42.5239765,-71.0411665
"1933916",27,"2008Q1","1_ClassA","2_Between",7,17,6,9821.5,42.5239765,-71.0411665
"1933917",23,"2006Q4","1_ClassA","2_Between",1,17,1,6296,42.5239765,-71.0411665
"1933934",27,"2008Q4","1_ClassA","2_Between",3,19,6,7329,42.5239765,-71.0411665
"1934124",27,"2008Q3","1_ClassA","2_Between",2,19,5,3751,42.5239765,-71.0411665
"1934125",27,"2008Q1","1_ClassA","2_Between",0,19,2,12567,42.5239765,-71.0411665
"1934127",22,"2005Q3","1_ClassA","2_Between",12,13,3,24414,42.5239765,-71.0411665
"1934226",10,"2010Q2","2_ClassB","1_Net",7,27,3,2400,42.971972,-70.834747
"1934233",9.5,"2010Q4","2_ClassB","1_Net",8,3,1,979,42.975984,-70.909289
"1934414",23,"2006Q4","1_ClassA","2_Between",2,17,6,5625,42.5239765,-71.0411665
"1934415",27,"2008Q2","1_ClassA","2_Between",1,19,6,6688,42.5239765,-71.0411665
"1934416",23.5,"2011Q4","1_ClassA","2_Between",6,21,1,1536,42.5239765,-71.0411665
"1934589",9,"2006Q1","3_ClassC","2_Between",7,8,2,3000,42.525933,-71.101044
"1934617",8,"2006Q1","2_ClassB","2_Between",3,0,1,2055,42.5229443,-71.1469262
"1934636",23.5,"2011Q3","1_ClassA","0_Unknown",5,21,2,12567,42.5239765,-71.0411665
"1934638",26,"2007Q3","1_ClassA","2_Between",5,17,4,4104,42.5239765,-71.0411665
"1934639",23,"2006Q4","1_ClassA","2_Between",2,17,6,1598,42.5239765,-71.0411665
"1934640",22,"2006Q2","1_ClassA","2_Between",15,13,1,3350,42.5239765,-71.0411665
"1934752",15,"2010Q3","2_ClassB","2_Between",2,13,2,1717,42.97964,-70.9471642
"1934754",15,"2011Q4","2_ClassB","2_Between",11,12,2,1941,42.97964,-70.9471642
"1934776",12.6,"2010Q3","2_ClassB","1_Net",10,10,1,2000,42.9769738,-70.9175187
"1934777",12.6,"2010Q3","2_ClassB","1_Net",10,10,1,1770,42.9769738,-70.9175187
"1934809",12,"2006Q2","3_ClassC","0_Unknown",2,105,1,550,42.9804108,-70.9355276
"1934838",12.6,"2009Q3","2_ClassB","1_Net",5,10,3,1495,42.9769738,-70.9175187
"1934840",12.6,"2005Q4","2_ClassB","1_Net",11,5,1,1860,42.9769738,-70.9175187
"1934841",12.6,"2005Q4","2_ClassB","1_Net",11,5,1,3250,42.9769738,-70.9175187
"1934846",16,"2005Q3","2_ClassB","2_Between",3,7,1,1433,42.97964,-70.9471642
"1934893",16,"2009Q3","2_ClassB","2_Between",5,22,1,2802,42.527528,-71.2623341
"1934911",14,"2010Q2","2_ClassB","3_FullService",8,4,2,500,42.982417,-70.832795
"1934944",9.5,"2007Q2","1_ClassA","1_Net",13,19,2,7385.5,42.527244,-71.516301
"1934952",16,"2006Q1","2_ClassB","2_Between",0,20,3,2134,42.527528,-71.2623341
"1934962",16,"2006Q2","2_ClassB","2_Between",7,18,2,3070,42.527528,-71.2623341
"1934963",16,"2006Q3","2_ClassB","2_Between",8,18,2,4404,42.527528,-71.2623341
"1934964",16,"2009Q3","2_ClassB","2_Between",2,23,2,1059,42.527528,-71.2623341
"1934986",16,"2009Q1","2_ClassB","2_Between",3,22,3,1770,42.527528,-71.2623341
"1934988",16,"2010Q4","2_ClassB","2_Between",5,23,3,7997,42.527528,-71.2623341
"1934996",16,"2011Q1","2_ClassB","2_Between",6,23,3,1026,42.527528,-71.2623341
"1934997",16,"2009Q2","2_ClassB","2_Between",1,23,2,2011,42.527528,-71.2623341
